,restaurant,url,distance,star,num_reviews,city,price_range,cuisine,cuisine_label
2797,Machete Mexican and Healthy Foods,https://www.doordash.com/store/2347907/?pickup=false,1,4.4,84,Vancouver,$$,North American,Mexican
2798,Blenz,https://www.doordash.com/store/22999461/?pickup=false,1.6,4.1,17,Vancouver,$$,,
2799,Sushi master,https://www.doordash.com/store/1584020/?pickup=false,1.6,4.7,21,Vancouver,$$,East Asian,Japanese
2800,Little Bangkok Thai Kitchen 2,https://www.doordash.com/store/2336936/?pickup=false,0.3,4.6,31,Vancouver,$$,Southeast Asian,Thai
2801,Chronic Tacos,https://www.doordash.com/store/424677/?pickup=false,0.4,4.2,1600,Vancouver,$,North American,Mexican
2802,Momono Tea Shop æ¡å¤­å¤­,https://www.doordash.com/store/1788970/?pickup=false,1.8,4.8,19,Vancouver,$$,East Asian,Japanese
2803,Olympia Restaurant,https://www.doordash.com/store/23331144/?pickup=false,1.2,,1,Vancouver,$$,European,Greek
2804,Tanoor Pizza,https://www.doordash.com/store/23111965/?pickup=false,0.3,5,1,Vancouver,$$,,
2805,Purdys Chocolatier,https://www.doordash.com/store/1222880/?pickup=false,0.3,4.9,40,Vancouver,$$,,
2806,Man vs Fries,https://www.doordash.com/store/23057227/?pickup=false,0.5,4.4,12,Vancouver,$,,
2807,Nonna's Cucina,https://www.doordash.com/store/23024881/?pickup=false,2.5,4.6,1,Vancouver,$$,,
2808,Famoso Neapolitan Pizzeria,https://www.doordash.com/store/1307018/?pickup=false,0.2,4.3,153,Vancouver,$$,,
2809,Taco Nori Sushi Tacos,https://www.doordash.com/store/2324521/?pickup=false,1.1,4.6,31,Vancouver,$$,,
2810,Gourmet Wok,https://www.doordash.com/store/911259/?pickup=false,1.1,4.3,32,Vancouver,$$,East Asian,Chinese
2811,The Golden Horn Turkish Bakery & Cafe,https://www.doordash.com/store/2628548/?pickup=false,0.6,4.5,1,Vancouver,$$,Middle Eastern,Turkish
2812,American Eclectic Burger,https://www.doordash.com/store/23057225/?pickup=false,0.5,4.6,10,Vancouver,$,North American,American
2813,RICEMAN,https://www.doordash.com/store/2442080/?pickup=false,1.2,4.3,24,Vancouver,$$,,
2814,Kurotaki Chabann,https://www.doordash.com/store/23186659/?pickup=false,0.6,4,1,Vancouver,$$,,
2815,Ben Gong's Tea ¬å®«,https://www.doordash.com/store/1223190/?pickup=false,0.06,4.7,101,Vancouver,$$,,
2816,Another Wing By DJ Khaled,https://www.doordash.com/store/23057318/?pickup=false,0.5,3.8,11,Vancouver,$,North American,American
2817,Michi Craft Kitchen,https://www.doordash.com/store/2827779/?pickup=false,1.1,,1,Vancouver,$$,,
2818,Fatburger,https://www.doordash.com/store/1451310/?pickup=false,0.2,4.6,136,Vancouver,$$,,
2819,Gyu-Kaku Japanese BBQ,https://www.doordash.com/store/42696/?pickup=false,1.3,4.6,362,Vancouver,$$,,
2820,MrBeast Burger Canada,https://www.doordash.com/store/23001911/?pickup=false,0.8,4.1,74,Vancouver,$$,,
2821,Body Fuels Inc,https://www.doordash.com/store/2540618/?pickup=false,1,5,1,Vancouver,$$,,
2822,The Golden Horn Turkish Bakery & Cafe,https://www.doordash.com/store/2628544/?pickup=false,1.4,4.7,24,Vancouver,$$,Middle Eastern,Turkish
2823,Cixi Wonton ¦§äº,https://www.doordash.com/store/2434733/?pickup=false,1.8,5,1,Vancouver,$$,East Asian,Chinese
2824,Rise Up Marketplace,https://www.doordash.com/store/22918403/?pickup=false,1.6,4.2,21,Vancouver,$$,,
2825,Renaissance European Bakery & Cafe Ltd,https://www.doordash.com/store/2860452/?pickup=false,0.9,5,1,Vancouver,$,European,Italian
2826,Thai Express,https://www.doordash.com/store/1256081/?pickup=false,0.2,4.6,341,Vancouver,$$,Southeast Asian,Asian
2827,On the Run,https://www.doordash.com/convenience/store/1872875/?pickup=false,1.6,4.6,41,Vancouver,$$,,
2828,Taco Time,https://www.doordash.com/store/1229793/?pickup=false,0.2,4.5,148,Vancouver,$$,,
2829,Vegan Pudding & Co,https://www.doordash.com/store/28220/?pickup=false,0.3,4.5,19,Vancouver,$,,
2830,PiCaDo,https://www.doordash.com/store/2825328/?pickup=false,0.3,,1,Vancouver,$$,,
2831,Cafe & Life Co,https://www.doordash.com/store/2855794/?pickup=false,1,4,1,Vancouver,$$,,
2832,Food with Mood,https://www.doordash.com/store/2551329/?pickup=false,0.4,,1,Vancouver,$$,,
2833,Van Cha,https://www.doordash.com/store/1014967/?pickup=false,0.4,1,1,Vancouver,$$,,
2834,Bella Gelateria Gelato & Coffee,https://www.doordash.com/store/23427956/?pickup=false,0.8,,1,Vancouver,$$,,
2835,Monarca Cocina Mexicana (Carrall St),https://www.doordash.com/store/23198880/?pickup=false,0.5,,1,Vancouver,$$,North American,Mexican
2836,My Toan,https://www.doordash.com/store/2373102/?pickup=false,0.5,4,1,Vancouver,$$,,
2837,Flatbread Union,https://www.doordash.com/store/843568/?pickup=false,1.3,,1,Vancouver,$$,North American,Mexican
2838,Umi Bento & Sushi,https://www.doordash.com/store/1023091/?pickup=false,0.2,4.5,1,Vancouver,$,,
2839,Pink Davie Market,https://www.doordash.com/store/23068891/?pickup=false,1.2,,1,Vancouver,$$,,
2840,Adriatic Divine Sandwiches,https://www.doordash.com/store/2576857/?pickup=false,0.6,4.6,1,Vancouver,$$,,
2841,Pi Co.,https://www.doordash.com/store/23275886/?pickup=false,0.2,,1,Vancouver,$$,,
2842,Jollibee,https://www.doordash.com/store/23019151/?pickup=false,0.3,4.6,413,Vancouver,$$,,
2843,Kosoo Korean Chicken + BBQ,https://www.doordash.com/store/851552/?pickup=false,0.6,4.7,1600,Vancouver,$$,East Asian,Korean
2844,The Parlour,https://www.doordash.com/store/31098/?pickup=false,0.3,4.5,8300,Vancouver,$$,,
2845,Meat & Bread,https://www.doordash.com/store/549484/?pickup=false,0.2,4.6,500,Vancouver,$$,,
2846,Peaceful Restaurant ¹³é¥­å,https://www.doordash.com/store/335188/?pickup=false,0.17,4.6,1700,Vancouver,$$,East Asian,Chinese
2847,Hot Delivery Chinese Food,https://www.doordash.com/store/98638/?pickup=false,1.5,4.4,3100,Vancouver,$$,East Asian,Chinese
2848,Flower & Horse in Spring ±é©¬¥å¤©,https://www.doordash.com/store/469305/?pickup=false,1.2,4.7,348,Vancouver,$$,East Asian,Chinese
2849,Sun Garden Chinese Restaurant °å,https://www.doordash.com/store/98556/?pickup=false,2.1,4.4,2800,Vancouver,$$,East Asian,Chinese
2850,SURA Korean Cuisine,https://www.doordash.com/store/28185/?pickup=false,1,4.7,2400,Vancouver,$$,East Asian,Korean
2851,The Chopped Leaf,https://www.doordash.com/store/28216/?pickup=false,0.15,4.7,2000,Vancouver,$,,
2852,Guu Davie,https://www.doordash.com/store/1222213/?pickup=false,0.9,4.7,386,Vancouver,$$,,
2853,Dirty Apron,https://www.doordash.com/store/160845/?pickup=false,0.3,4.4,384,Vancouver,$$,,
2854,Crackle Creme,https://www.doordash.com/store/30987/?pickup=false,0.8,4.8,387,Vancouver,$,,
2855,Black Rice Izakaya,https://www.doordash.com/store/42618/?pickup=false,0.13,4.7,620,Vancouver,$$,East Asian,Japanese
2856,Calabash Bistro,https://www.doordash.com/store/28082/?pickup=false,0.5,4.4,790,Vancouver,$$,,
2857,RORI MOMO JAPANESE KOREAN RESTAURANT,https://www.doordash.com/store/940490/?pickup=false,0.6,4.6,225,Vancouver,$$,East Asian,Korean
2858,Glowbal,https://www.doordash.com/store/566561/?pickup=false,0.15,4.4,327,Vancouver,$$,North American,Canadian
2859,Tavola,https://www.doordash.com/store/28115/?pickup=false,1.2,4.7,700,Vancouver,$$$,European,Italian
2860,Indian Delicacy,https://www.doordash.com/store/422807/?pickup=false,0.6,4.6,780,Vancouver,$$,South Asian,Indian
2861,Per Se Social Corner,https://www.doordash.com/store/101779/?pickup=false,0.2,4.6,940,Vancouver,$$,European,Italian
2862,Mumbai Local Restaurant,https://www.doordash.com/store/518941/?pickup=false,0.8,4.2,620,Vancouver,$$,South Asian,Indian
2863,Charisma Cafe & Dessert House,https://www.doordash.com/store/335243/?pickup=false,0.3,4.7,3000,Vancouver,$$,,
2864,Chit Chat Burger Bar,https://www.doordash.com/store/1097280/?pickup=false,0.3,4.5,291,Vancouver,$$,,
2865,Brunch,https://www.doordash.com/store/976004/?pickup=false,0.5,4.4,190,Vancouver,$$,,
2866,The Cranky Old Fork,https://www.doordash.com/store/1806213/?pickup=false,1.1,4.6,670,Vancouver,$$,,
2867,Palate Kitchen,https://www.doordash.com/store/973969/?pickup=false,0.4,4.7,204,Vancouver,$$,,
2868,Beeryani Indian Bistro and Bar,https://www.doordash.com/store/801613/?pickup=false,1.3,4.4,1700,Vancouver,$$,South Asian,Indian
2869,Spin Roll Sushi,https://www.doordash.com/store/42826/?pickup=false,0.2,4.7,18,Vancouver,$,East Asian,Japanese
2870,PHAT Deli & Catering,https://www.doordash.com/store/98510/?pickup=false,0.5,4.2,48,Vancouver,$$,,
2871,Mr. Japanese Curry,https://www.doordash.com/store/976746/?pickup=false,1.1,4.8,443,Vancouver,$$,East Asian,Japanese
2872,Passion8 Dessert Cafe,https://www.doordash.com/store/445923/?pickup=false,1.5,4.6,429,Vancouver,$$,,
2873,ChiMec,https://www.doordash.com/store/905531/?pickup=false,1.2,4.7,1000,Vancouver,$$,,
2874,O Sushi,https://www.doordash.com/store/98684/?pickup=false,0.2,4.8,305,Vancouver,$$,East Asian,Japanese
2875,Manpuku Japanese Bento,https://www.doordash.com/store/596942/?pickup=false,0.8,4.8,570,Vancouver,$$,East Asian,Japanese
2876,Baghdad Cafe,https://www.doordash.com/store/42610/?pickup=false,0.2,4.5,193,Vancouver,$$,,
2877,Koyuki Sapppro Ramen,https://www.doordash.com/store/976624/?pickup=false,0.8,4.4,24,Vancouver,$$,,
2878,Timkee Kitchen æ·»è®°,https://www.doordash.com/store/98508/?pickup=false,1.8,4.1,1500,Vancouver,$$,East Asian,Chinese
2879,SciuÃ© Italian Bakery CafÃ©,https://www.doordash.com/store/609052/?pickup=false,0.2,4.5,117,Vancouver,$$,European,Italian
2880,Pizzeria Ludica,https://www.doordash.com/store/42790/?pickup=false,0.3,4.6,640,Vancouver,$$,European,Italian
2881,Patron Tacos and Cantina,https://www.doordash.com/store/950171/?pickup=false,0.11,4.7,950,Vancouver,$$,North American,Mexican
2882,IKOI CHA ©è,https://www.doordash.com/store/23056434/?pickup=false,0.11,4.8,1,Vancouver,$$,,
2883,The Basic,https://www.doordash.com/store/2818121/?pickup=false,0.7,4.6,89,Vancouver,$$,,
2884,Nelson the Seagull,https://www.doordash.com/store/910081/?pickup=false,0.5,4.8,1300,Vancouver,$$,,
2885,FRESH Sushi,https://www.doordash.com/store/899519/?pickup=false,0.3,4.6,760,Vancouver,$$,East Asian,Japanese
2886,A Taste of India Restaurant Inc.,https://www.doordash.com/store/275053/?pickup=false,0.8,4.4,1000,Vancouver,$$,South Asian,Indian
2887,Buckstop,https://www.doordash.com/store/32834/?pickup=false,1.2,4.1,790,Vancouver,$$$,North American,Canadian
2888,Le Petit Belge,https://www.doordash.com/store/98607/?pickup=false,0.7,4.6,492,Vancouver,$$,European,Belgian
2889,Cora,https://www.doordash.com/store/1294306/?pickup=false,0.8,4.7,1200,Vancouver,$$,,
2890,The Bubble Tea Shop,https://www.doordash.com/store/403926/?pickup=false,0.8,4.5,1500,Vancouver,$$,,
2891,Zab Zaab Thai Cuisine,https://www.doordash.com/store/2095125/?pickup=false,0.5,4.6,135,Vancouver,$$,Southeast Asian,Thai
2892,Hiro Japan Sushi,https://www.doordash.com/store/999321/?pickup=false,0.3,4.3,12,Vancouver,$$,East Asian,Japanese
2893,Cafe Crepe,https://www.doordash.com/store/1299307/?pickup=false,0.2,4.3,93,Vancouver,$$,European,French
